TYPEID;ATTRIBUTEID;VALUEINT;VALUEFLOAT
4282;1298;;540
4282;1299;;963
4282;1300;;547
4282;1301;;659
4282;1872;;30
4282;1879;;419
4282;1880;;941
4282;1881;;883
4282;1882;;0
4282;1920;;1
4283;422;;2
4284;6;;25
4284;9;;40
4284;30;;110
4284;50;;55
4284;73;;10000
4284;182;;3348
4284;183;;3351
4284;277;;5
4284;278;;5
4284;422;;2
4284;633;;5
4284;763;;1
4284;833;;-6
4284;1298;;540
4284;1299;;963
4284;1300;;547
4284;1301;;659
4284;1872;;30
4284;1879;;419
4284;1880;;941
4284;1881;;883
4284;1882;;0
4284;1920;;1
4285;422;;2
4286;6;;25
4286;9;;40
4286;30;;110
4286;50;;55
4286;73;;10000
4286;182;;3348
4286;183;;11572
4286;277;;5
4286;278;;5
4286;422;;2
4286;633;;5
4286;763;;1
4286;833;;-8
4286;1298;;540
4286;1299;;963
4286;1300;;547
4286;1301;;659
4286;1872;;30
4286;1879;;419
4286;1880;;941
4286;1881;;883
4286;1882;;0
4286;1920;;1
4287;422;;2
4288;6;;25
4288;9;;40
4288;30;;110
4288;50;;55
4288;73;;10000
4288;182;;3348
4288;183;;11572
4288;277;;5
4288;278;;5
4288;422;;2
4288;633;;5
4288;763;;1
4288;833;;8
4288;1298;;540
4288;1299;;963
4288;1300;;547
4288;1301;;659
4288;1872;;30
4288;1879;;419
4288;1880;;941
4288;1881;;883
4288;1882;;0
4288;1920;;1
4289;422;;2
4290;6;;25
4290;9;;40
4290;30;;110
4290;50;;55
4290;73;;10000
4290;182;;3348
4290;183;;11572
4290;277;;5
4290;278;;5
4290;422;;2
4290;633;;5
4290;763;;1
4290;833;;7
4290;1298;;540
4290;1299;;963
4290;1300;;547
4290;1301;;659
4290;1872;;30
4290;1879;;419
4290;1880;;941
4290;1881;;883
4290;1882;;0
4290;1920;;1
4291;422;;2
4292;9;;99999
4292;20;;-100
4292;30;;105000
4292;50;;110
4292;73;;300000
4292;80;;0
4292;182;;22043
4292;192;;3
4292;277;;5
4292;292;;840
4292;422;;2
4292;548;;100
4292;565;;0.3
4292;633;;5
4292;713;;16275
4292;714;;250
4292;763;;1
4292;767;;0
4292;847;;0
4292;852;;100
4292;854;;1
4292;855;;1
4292;872;;1
4292;895;;100
4292;896;;-50
4292;897;;-50
4292;906;;1
4292;1245;;1
4292;1298;;485
4292;1471;;10
4292;1544;;1
4292;1589;;24
4293;422;;2
4294;6;;0
4294;9;;99999
4294;20;;-100
4294;30;;105000
4294;50;;110
4294;73;;300000
4294;80;;0
4294;182;;27906
4294;235;;5
4294;237;;1.2
4294;277;;5
4294;422;;2
4294;548;;100
4294;565;;10
4294;633;;5
4294;713;;16275
4294;714;;200
4294;763;;1
4294;852;;100
4294;854;;1
4294;872;;1
4294;895;;100
4294;896;;-50
4294;897;;-50
4294;906;;1
4294;1186;;100
4294;1187;;-50
4294;1188;;-50
4294;1189;;100
4294;1190;;9999900
4294;1191;;-100
4294;1201;;100
4294;1202;;-50
4294;1203;;100
4294;1204;;-50
4294;1245;;1
4294;1298;;547
4294;1471;;10
4294;1544;;1
4294;1802;;-20
4295;422;;2
4296;6;;244
4296;9;;40
4296;30;;121
4296;50;;75
4296;54;;6000
4296;73;;6000
4296;83;;115
4296;182;;27902
4296;277;;5
4296;422;;2
4296;633;;5
4298;422;;2
4299;6;;122
4299;9;;40
4299;30;;6
4299;50;;50
4299;54;;4800
4299;73;;6000
4299;83;;58
4299;182;;27902
4299;277;;5
4299;422;;2
4299;633;;5
4300;422;;2
4302;3;;0
4302;9;;1980
4302;11;;1375
4302;12;;6
4302;13;;3
4302;14;;8
4302;15;;0
4302;19;;1
4302;21;;0
4302;37;;200
4302;48;;345
4302;49;;0
4302;55;;875000
4302;70;;0.495
4302;76;;65000
4302;79;;5000
4302;101;;0
4302;102;;8
4302;109;;1
4302;110;;1
4302;111;;1
4302;113;;1
4302;124;;16777215
4302;129;;450
4302;136;;1
4302;153;;0.000000813
4302;182;;33095
4302;192;;6
4302;208;;18
4302;209;;0
4302;210;;0
4302;211;;0
4302;217;;394
4302;246;;394
4302;263;;1575
4302;265;;2160
4302;267;;0.5
4302;268;;0.8
4302;269;;0.75
4302;270;;0.65
4302;271;;1
4302;272;;0.5
4302;273;;0.6
4302;274;;0.8
4302;277;;1
4302;283;;0
4302;422;;1
4302;479;;1400000
4302;482;;3500
4302;484;;0.75
4302;524;;0.75
4302;525;;1
4302;552;;210
4302;564;;220
4302;600;;2.5
4302;633;;0
4302;661;;2000
4302;662;;0.25
4302;795;;-10
4302;1132;;400
4302;1137;;3
4302;1154;;3
4302;1178;;100
4302;1179;;0.01
4302;1196;;0.01
4302;1198;;0.01
4302;1199;;100
4302;1200;;100
4302;1224;;0.65
4302;1259;;0.82
4302;1261;;0.5
4302;1262;;0.76
4302;1271;;0
4302;1281;;1
4302;1547;;2
4302;1555;;200
4302;1768;;11313
4302;1786;;0.05
4302;1787;;0.5
4302;1788;;0.5
4302;1889;;5
4306;3;;0
4306;9;;1755
4306;11;;875
4306;12;;3
4306;13;;6
4306;14;;8
4306;15;;0
4306;19;;1
4306;21;;0
4306;37;;195
4306;48;;425
4306;49;;0
4306;55;;725000
4306;70;;0.525
4306;76;;75000
4306;79;;6000
4306;102;;8
4306;109;;1
4306;110;;1
4306;111;;1
4306;113;;1
4306;124;;16777215
4306;129;;450
4306;136;;1
4306;153;;0.000000813
4306;182;;33096
4306;192;;8
4306;208;;0
4306;209;;0
4306;210;;0
4306;211;;21
4306;217;;395
4306;246;;395
4306;263;;2160
4306;265;;1575
4306;267;;0.5
4306;268;;0.9
4306;269;;0.75
4306;270;;0.55
4306;271;;1
4306;272;;0.5
4306;273;;0.6
4306;274;;0.8
4306;277;;1
4306;283;;0
4306;422;;1
4306;479;;1400000
4306;482;;2900
4306;484;;0.75
4306;524;;0.75
4306;525;;1
4306;552;;215
4306;564;;200
4306;600;;2.5
4306;633;;0
4306;661;;2000
4306;662;;0.25
4306;743;;10
4306;745;;5
4306;1132;;400
4306;1137;;3
4306;1154;;3
4306;1178;;100
4306;1179;;0.01
4306;1196;;0.01
4306;1198;;0.01
4306;1199;;100
4306;1200;;100
4306;1224;;0.65
4306;1259;;0.82
4306;1261;;0.76
4306;1262;;0.5
4306;1271;;0
4306;1281;;1
4306;1547;;2
4306;1555;;200
4306;1768;;11324
4306;1786;;0.05
4306;1787;;0.5
4306;1788;;0.5
4308;3;;0
4308;9;;2160
4308;11;;1100
4308;12;;5
4308;13;;4
4308;14;;8
4308;15;;0
4308;19;;1
4308;21;;0
4308;37;;220
4308;48;;360
4308;49;;0
4308;55;;775000
4308;70;;0.45
4308;76;;70000
4308;79;;5500
4308;101;;0
4308;102;;8
4308;109;;1
4308;110;;1
4308;111;;1
4308;113;;1
4308;124;;16777215
4308;129;;450
4308;136;;1
4308;153;;0.000000813
4308;182;;33097
4308;192;;7
4308;208;;0
4308;209;;0
4308;210;;20
4308;211;;0
4308;217;;394
4308;246;;394
4308;263;;1750
4308;265;;1890
4308;267;;0.5
4308;268;;0.9
4308;269;;0.65
4308;270;;0.65
4308;271;;1
4308;272;;0.5
4308;273;;0.6
4308;274;;0.8
4308;277;;1
4308;283;;25
4308;422;;1
4308;479;;1400000
4308;482;;3100
4308;484;;0.75
4308;524;;0.75
4308;525;;1
4308;552;;220
4308;564;;210
4308;600;;2.5
4308;633;;0
4308;661;;2000
4308;662;;0.25
4308;746;;5
4308;747;;7.5
4308;1132;;400
4308;1137;;3
4308;1154;;3
4308;1178;;100
4308;1179;;0.01
4308;1196;;0.01
4308;1198;;0.01
4308;1199;;100
4308;1200;;100
4308;1224;;0.65
4308;1259;;0.82
4308;1261;;0.63
4308;1262;;0.71
4308;1271;;25
4308;1281;;1
4308;1547;;2
4308;1555;;200
4308;1768;;11331
4308;1786;;0.05
4308;1787;;0.5
4308;1788;;0.5
4310;3;;0
4310;9;;1800
4310;11;;1000
4310;12;;4
4310;13;;5
4310;14;;8
4310;15;;0
4310;19;;1
4310;21;;0
4310;37;;225
4310;48;;342
4310;49;;0
4310;55;;675000
4310;70;;0.475
4310;76;;60000
4310;79;;4500
4310;101;;0
4310;102;;8
4310;109;;1
4310;110;;1
4310;111;;1
4310;113;;1
4310;124;;16777215
4310;129;;450
4310;136;;1
4310;153;;0.000000813
4310;182;;33098
4310;192;;6
4310;208;;0
4310;209;;17
4310;210;;0
4310;211;;0
4310;217;;397
4310;246;;397
4310;263;;1890
4310;265;;1800
4310;267;;0.4
4310;268;;0.9
4310;269;;0.75
4310;270;;0.65
4310;271;;1
4310;272;;0.5
4310;273;;0.6
4310;274;;0.8
4310;277;;1
4310;283;;0
4310;422;;1
4310;479;;1400000
4310;482;;2700
4310;484;;0.75
4310;524;;0.75
4310;525;;1
4310;552;;195
4310;564;;230
4310;600;;2.5
4310;633;;0
4310;661;;2000
4310;662;;0.25
4310;748;;-5
4310;749;;5
4310;1132;;400
4310;1137;;3
4310;1154;;3
4310;1178;;100
4310;1179;;0.01
4310;1196;;0.01
4310;1198;;0.01
4310;1199;;100
4310;1200;;100
4310;1224;;0.65
4310;1259;;0.82
4310;1261;;0.71
4310;1262;;0.63
4310;1271;;0
4310;1281;;1
4310;1547;;2
4310;1555;;200
4310;1768;;11342
4310;1786;;0.05
4310;1787;;0.5
4318;9;;2000000
4318;263;;10000000
4318;265;;2500000
4318;479;;50000000
4318;484;;0.75
4318;524;;0.75
4318;525;;1
4318;552;;4500
4318;562;;0
4318;1780;;0.17
4319;9;;100000000
4345;6;;34
4345;9;;40
4345;30;;1
4345;50;;30
4345;73;;12000
4345;182;;3420
4345;277;;1
4345;422;;1
4345;633;;12
4345;984;;-40.625
4345;985;;-40.625
4345;986;;-40.625
4345;987;;-40.625
4345;1180;;0.01
4345;1208;;20
4345;1211;;4
4345;1212;;1
4345;1692;;6
4346;6;;36
4346;9;;40
4346;30;;1
4346;50;;33
4346;73;;12000
4346;182;;3420
4346;277;;1
4346;422;;1
4346;633;;13
4346;984;;-43.75
4346;985;;-43.75
4346;986;;-43.75
4346;987;;-43.75
4346;1180;;0.01
4346;1208;;20
4346;1211;;4
4346;1212;;1
4346;1692;;6
4347;6;;40
4347;9;;40
4347;30;;1
4347;50;;35
4347;73;;12000
4347;182;;3420
4347;277;;1
4347;422;;1
4347;633;;13
4347;984;;-46.875
4347;985;;-46.875
4347;986;;-46.875
4347;987;;-46.875
4347;1180;;0.01
4347;1208;;20
4347;1211;;4
4347;1212;;1
4347;1692;;6
4348;6;;40
4348;9;;40
4348;30;;1
4348;50;;32
4348;73;;12000
4348;182;;3420
4348;277;;1
4348;422;;1
4348;633;;12
4348;984;;-43.75
4348;985;;-43.75
4348;986;;-43.75
4348;987;;-43.75
4348;1180;;0.01
4348;1208;;20
4348;1211;;4
4348;1212;;1
4348;1692;;6
4349;6;;40
4349;9;;40
4349;30;;1
4349;50;;29
4349;73;;12000
4349;182;;3420
4349;277;;1
4349;422;;1
4349;633;;11
4349;984;;-40.625
4349;985;;-40.625
4349;986;;-40.625
4349;987;;-40.625
4349;1180;;0.01
4349;1208;;20
4349;1211;;4
4349;1212;;1
4349;1692;;6
4359;9;;100000
4359;30;;1
4359;50;;1
4359;109;;1
4359;110;;1
4359;111;;1
4359;113;;1
4359;136;;0.75
4359;156;;0.001
4359;208;;200
4359;209;;200
4359;210;;200
4359;211;;200
4359;263;;1000000
4359;265;;15000000
4359;479;;100000000
4359;524;;0.75
4359;525;;1
4359;552;;2000
4359;556;;1000
4359;564;;0
4359;676;;1000
4359;677;;1000
4359;866;;16273
4359;867;;500
4359;868;;1
4359;872;;1
4359;1001;;0.000000001
4359;1165;;15000
4359;1195;;1
4359;1351;;16273
4360;9;;40
4360;73;;5000
4360;182;;9955
4360;277;;5
4360;422;;1
4360;633;;5
4360;1027;;10000000
4360;1028;;10000000
4360;1029;;10000000
4360;1030;;10000000
4361;9;;4000000
4361;11;;20000000
4361;48;;100000
4361;136;;1
4361;154;;250000
4361;208;;600
4361;209;;600
4361;210;;600
4361;211;;600
4361;263;;50000000
4361;265;;4000000
4361;271;;1
4361;272;;1
4361;273;;0.75
4361;274;;0.5
4361;473;;250000
4361;479;;200000000
4361;484;;0.75
4361;524;;0.75
4361;525;;1
4361;552;;6000
4361;556;;5000
4361;650;;50000
4361;676;;5000
4361;677;;5000
4361;680;;30000
4361;711;;100000
4361;722;;3600000
4361;755;;-25
4361;770;;-75
4361;792;;50
4361;872;;1
4361;974;;0.01
4361;975;;0.01
4361;976;;0.01
4361;977;;0.01
4361;1031;;3
4361;1214;;15000
4361;1233;;50000
4363;3;;0
4363;9;;1173
4363;11;;70
4363;12;;3
4363;13;;4
4363;14;;1
4363;15;;0
4363;19;;1
4363;21;;0
4363;37;;120
4363;48;;750
4363;49;;0
4363;55;;277500
4363;70;;0.9
4363;76;;47500
4363;79;;8250
4363;101;;0
4363;102;;1
4363;109;;1
4363;110;;1
4363;111;;1
4363;113;;1
4363;124;;16777215
4363;129;;120
4363;136;;1
4363;153;;0.000000108911
4363;182;;3340
4363;192;;2
4363;208;;0
4363;209;;0
4363;210;;11
4363;211;;0
4363;217;;395
4363;246;;395
4363;263;;235
4363;265;;1016
4363;267;;0.5
4363;268;;0.9
4363;269;;0.65
4363;270;;0.65
4363;271;;1
4363;272;;0.5
4363;273;;0.6
4363;274;;0.8
4363;277;;1
4363;283;;0
4363;479;;625000
4363;482;;500
4363;484;;0.75
4363;496;;5
4363;524;;0.75
4363;525;;1
4363;552;;220
4363;564;;65
4363;600;;4.5
4363;633;;0
4363;1132;;400
4363;1137;;3
4363;1154;;3
4363;1178;;100
4363;1179;;0.01
4363;1196;;0.01
4363;1198;;0.01
4363;1199;;100
4363;1200;;100
4363;1224;;0.75
4363;1259;;0
4363;1261;;0.63
4363;1262;;0.5
4363;1271;;0
4363;1281;;1
4363;1547;;2
4363;1555;;50
4363;1768;;11879
4363;1804;;10000
4363;1891;;1
4365;1773;;1
4366;1773;;3
4367;1773;;1
4368;1773;;3
4369;9;;40
4369;169;;-25
4369;182;;26256
4369;237;;1.75
4369;277;;4
4369;422;;1
4369;633;;0
4369;1138;;-25
4369;1153;;100
4369;1547;;1
4371;6;;252
4371;9;;40
4371;30;;660
4371;50;;48
4371;54;;8400
4371;73;;4500
4371;84;;1920
4371;182;;9955
4371;277;;5
4371;422;;2
4371;633;;5
4371;1180;;0.01
4371;1206;;-15
4371;1211;;1.5
4371;1212;;1
4372;6;;280
4372;9;;40
4372;30;;192
4372;50;;154
4372;68;;1920
4372;73;;4500
4372;87;;8400
4372;182;;9955
4372;277;;5
4372;422;;2
4372;633;;5
4372;1180;;0.02
4372;1206;;-15
4372;1211;;0.9
4372;1212;;1
4373;9;;40
4373;64;;20
4373;182;;9955
4373;213;;20
4373;235;;20
4373;237;;5
4373;277;;5
4373;422;;1
4373;566;;5000
4373;633;;0
4373;1482;;100
4374;9;;40
4374;64;;10
4374;134;;10
4374;148;;10
4374;150;;10
4374;182;;9955
4374;213;;10
4374;277;;5
4374;337;;1000
4374;422;;1
4374;633;;0
4374;806;;1000
4374;1496;;1000
4375;9;;40
4375;64;;20
4375;134;;20
4375;148;;20
4375;150;;20
4375;182;;9955
4375;213;;20
4375;277;;5
4375;337;;2000
4375;422;;1
4375;633;;0
4375;806;;2000
4375;1496;;2000
4376;9;;40
4376;64;;40
4376;134;;40
4376;148;;40
4376;150;;40
4376;182;;9955
4376;213;;40
4376;277;;5
4376;337;;4000
4376;422;;1
4376;633;;0
4376;806;;4000
4376;1496;;4000
4377;9;;40
4377;64;;5
4377;134;;5
4377;148;;5
4377;150;;5
4377;182;;9955
4377;213;;5
4377;277;;5
4377;337;;500
4377;422;;1
4377;633;;0
4377;806;;500
4377;1496;;500
4380;6;;1
4380;9;;40
4380;182;;9955
4380;277;;5
4380;872;;1
4380;984;;-100
4380;985;;-100
4380;986;;-100
4380;987;;-100
4383;6;;786
4383;9;;40
4383;30;;1375
4383;50;;77
4383;73;;12000
4383;182;;4385
4383;277;;1
4383;422;;1
4383;633;;1
4383;669;;180000
4383;763;;1
4383;906;;1
4383;973;;150
4383;1014;;1
4383;1298;;27
4383;1299;;898
4383;1300;;900
4383;1544;;1
4385;66;;-5
4385;180;;165
4385;181;;167
4385;182;;3449
4385;183;;3455
4385;275;;5
4385;277;;4
4385;278;;2
4385;280;;0
4386;9;;120000
4386;103;;48000
4386;182;;11584
4386;183;;3435
4386;184;;4385
4386;209;;25
4386;263;;40000
4386;265;;60000
4386;277;;3
4386;278;;4
4386;279;;3
4386;422;;1
4386;479;;1200000
4386;552;;450
4386;556;;360000
4386;633;;0
4388;3;;0
4388;9;;1173
4388;11;;70
4388;12;;3
4388;13;;4
4388;14;;1
4388;15;;0
4388;19;;1
4388;21;;0
4388;37;;120
4388;48;;750
4388;49;;0
4388;55;;277500
4388;70;;0.9
4388;76;;47500
4388;79;;8250
4388;101;;0
4388;102;;1
4388;109;;1
4388;110;;1
4388;111;;1
4388;113;;1
4388;124;;16777215
4388;129;;120
4388;136;;1
4388;153;;0.000000108911
4388;182;;3340
4388;192;;2
4388;208;;0
4388;209;;0
4388;210;;11
4388;211;;0
4388;217;;395
4388;246;;395
4388;263;;235
4388;265;;1016
4388;267;;0.5
4388;268;;0.9
4388;269;;0.65
4388;270;;0.65
4388;271;;1
4388;272;;0.5
4388;273;;0.6
4388;274;;0.8
4388;277;;1
4388;283;;0
4388;479;;625000
4388;482;;500
4388;484;;0.75
4388;496;;5
4388;524;;0.75
4388;525;;1
4388;552;;220
4388;564;;65
4388;600;;4.5
4388;633;;0
4388;1132;;400
4388;1137;;3
4388;1154;;3
4388;1178;;100
4388;1179;;0.01
4388;1196;;0.01
4388;1198;;0.01
4388;1199;;100
4388;1200;;100
4388;1224;;0.75
4388;1259;;0
4388;1261;;0.63
4388;1262;;0.5
4388;1271;;0
4388;1281;;1
4388;1547;;2
4388;1555;;50
4388;1768;;11879
4388;1804;;10000
4388;1891;;1
4391;6;;528
4391;9;;40
4391;30;;150
4391;50;;100
4391;56;;1
4391;68;;390
4391;73;;4000
4391;128;;3
4391;182;;3416
4391;277;;2
4391;422;;1
4391;605;;87
4391;633;;1
4391;1180;;0.01
4391;1206;;-15
4391;1211;;1.3
4391;1212;;1
4391;1231;;10
4391;1795;;60000
4393;9;;40
4393;30;;1
4393;50;;30
4393;182;;3318
4393;183;;3436
4393;277;;1
4393;278;;1
4393;422;;1
4393;633;;0
4393;1255;;16
4395;9;;40
4395;134;;1.05
4395;182;;26252
4395;277;;1
4395;317;;0
4395;422;;1
4395;424;;7.1
4395;633;;0
4395;1153;;150
4395;1547;;2
4397;9;;40
4397;134;;1.05
4397;182;;26252
4397;277;;1
4397;317;;0
4397;422;;1
4397;424;;7.1
4397;633;;0
4397;1153;;150
4397;1547;;3
4399;9;;40
4399;134;;1.1
4399;182;;26252
4399;277;;4
4399;317;;0
4399;422;;2
4399;424;;9.6
4399;633;;5
4399;1153;;300
4399;1547;;2
4400;422;;2
4401;9;;40
4401;134;;1.1
4401;182;;26252
4401;277;;4
4401;317;;0
4401;422;;2
4401;424;;9.6
4401;633;;5
4401;1153;;300
4401;1547;;3
4402;422;;2
4403;6;;42
4403;9;;40
4403;30;;1
4403;50;;24
4403;73;;10000
4403;182;;3394
4403;267;;0.85
4403;268;;0.85
4403;269;;0.85
4403;270;;0.85
4403;277;;3
4403;422;;1
4403;633;;1
4403;763;;1
4403;1180;;0.01
4403;1206;;-15
4403;1211;;6.6
4403;1212;;1
4403;1544;;1
4403;1849;;6
4405;9;;40
4405;30;;1
4405;50;;30
4405;182;;3318
4405;183;;3436
4405;277;;4
4405;278;;4
4405;422;;2
4405;633;;5
4405;1255;;23
4406;422;;2
4407;124;;11646664
4407;128;;1
4407;137;;291
4407;317;;-100
4407;422;;1
4407;885;;1
4409;6;;272
4409;9;;40
4409;30;;1
4409;50;;50
4409;73;;8000
4409;182;;3427
4409;277;;4
4409;422;;1
4409;565;;0.75
4409;633;;1
4409;763;;1
4409;1212;;1
4409;1298;;900
4409;1299;;27
4409;1300;;898
4409;1544;;1
4411;66;;-5
4411;180;;165
4411;181;;166
4411;182;;3426
4411;275;;5
4411;277;;4
4411;280;;0
4411;317;;-5
4421;9;40;
4421;30;1;
4421;50;4;
4421;144;;0.885
4421;182;3424;
4421;277;2;
4421;422;1;
4421;633;0;
4423;9;40;
4423;30;1;
4423;50;4;
4423;144;;0.895
4423;182;3424;
4423;277;2;
4423;422;1;
4423;633;0;
4425;9;40;
4425;30;1;
4425;50;4;
4425;144;;0.88
4425;182;3424;
4425;277;2;
4425;422;1;
4425;633;0;
4427;9;40;
4427;30;1;
4427;50;4;
4427;144;;0.89
4427;182;3424;
4427;277;2;
4427;422;1;
4427;633;0;
4431;9;40;
4431;30;1;
4431;50;8;
4431;144;;0.8275
4431;182;3424;
4431;277;2;
4431;422;1;
4431;633;3;
4433;9;40;
4433;30;1;
4433;50;9;
4433;144;;0.8425
4433;182;3424;
4433;277;2;
4433;422;1;
4433;633;1;
4435;9;40;
4435;30;1;
4435;50;8;
4435;144;;0.82
4435;182;3424;
4435;277;2;
4435;422;1;
4435;633;4;
4437;9;40;
4437;30;1;
4437;50;9;
4437;144;;0.835
4437;182;3424;
4437;277;2;
4437;422;1;
4437;633;2;
4471;6;;45
4471;9;40;
4471;30;8;
4471;50;8;
4471;73;;6000
4471;97;51;
4471;98;6025;
4471;182;3423;
4471;277;1;
4471;422;1;
4471;633;3;
4471;918;;0
4471;1180;;0.01
4471;1206;;-15
4471;1211;;2.6
4471;1212;1;
4471;1895;;0.864705882
4471;1896;;0.961666667
4471;1897;;0.990416667
4473;6;;45
4473;9;40;
4473;30;8;
4473;50;9;
4473;73;;6000
4473;97;47;
4473;98;5500;
4473;182;3423;
4473;277;1;
4473;422;1;
4473;633;1;
4473;918;;0
4473;1180;;0.01
4473;1206;;-15
4473;1211;;2.6
4473;1212;1;
4473;1895;;0.876470588
4473;1896;;0.965
4473;1897;;0.99125
4475;6;;45
4475;9;40;
4475;30;8;
4475;50;8;
4475;73;;6000
4475;97;54;
4475;98;6300;
4475;182;3423;
4475;277;1;
4475;422;1;
4475;633;4;
4475;918;;0
4475;1180;;0.01
4475;1206;;-15
4475;1211;;2.6
4475;1212;1;
4475;1895;;0.858823529
4475;1896;;0.96
4475;1897;;0.99
4477;6;;45
4477;9;40;
4477;30;8;
4477;50;9;
4477;73;;6000
4477;97;49;
4477;98;5775;
4477;182;3423;
4477;277;1;
4477;422;1;
4477;633;2;
4477;918;;0
4477;1180;;0.01
4477;1206;;-15
4477;1211;;2.6
4477;1212;1;
4477;1895;;0.870588235
4477;1896;;0.963333333
4477;1897;;0.990833333
4529;6;40;
4529;9;40;
4529;30;5;
4529;50;4;
4529;73;;6000
4529;84;;72
4529;182;3393;
4529;183;3392;
4529;277;1;
4529;278;1;
4529;422;1;
4529;633;1;
4529;1180;;0.01
4529;1206;;-15
4529;1211;;5.4
4529;1212;1;
4529;1230;;10
4531;6;40;
4531;9;40;
4531;30;5;
4531;50;4;
4531;73;;6000
4531;84;;76
4531;182;3393;
4531;183;3392;
4531;277;1;
4531;278;1;
4531;422;1;
4531;633;2;
4531;1180;;0.01
4531;1206;;-15
4531;1211;;5.4
4531;1212;1;
4531;1230;;10
4533;6;40;
4533;9;40;
4533;30;5;
4533;50;4;
4533;73;;6000
4533;84;;83
4533;182;3393;
4533;183;3392;
4533;277;1;
4533;278;1;
4533;422;1;
4533;633;4;
4533;1180;;0.01
4533;1206;;-15
4533;1211;;5.4
4533;1212;1;
4533;1230;;10
4535;6;40;
4535;9;40;
4535;30;5;
4535;50;4;
4535;73;;6000
4535;84;;79
4535;182;3393;
4535;183;3392;
4535;277;1;
4535;278;1;
4535;422;1;
4535;633;3;
4535;1180;;0.01
4535;1206;;-15
4535;1211;;5.4
4535;1212;1;
4535;1230;;10
4569;6;160;
4569;9;40;
4569;30;;120
4569;50;22;
4569;73;;12000
4569;84;;290
4569;182;3393;
4569;183;3392;
4569;277;1;
4569;278;2;
4569;422;1;
4569;633;1;
4569;1180;;0.01
4569;1206;;-15
4569;1211;;5.3
4569;1212;1;
4569;1230;;10
4571;6;160;
4571;9;40;
4571;30;;120
4571;50;23;
4571;73;;12000
4571;84;;304
4571;182;3393;
4571;183;3392;
4571;277;1;
4571;278;2;
4571;422;1;
4571;633;2;
4571;1180;;0.01
4571;1206;;-15
4571;1211;;5.3
4571;1212;1;
4571;1230;;10
4573;6;160;
4573;9;40;
4573;30;;120
4573;50;21;
4573;73;;12000
4573;84;;331
4573;182;3393;
4573;183;3392;
4573;277;1;
4573;278;2;
4573;422;1;
4573;633;4;
4573;1180;;0.01
4573;1206;;-15
4573;1211;;5.3
4573;1212;1;
4573;1230;;10
4575;6;160;
4575;9;40;
4575;30;;120
4575;50;20;
4575;73;;12000
4575;84;;317
4575;182;3393;
4575;183;3392;
4575;277;1;
4575;278;2;
4575;422;1;
4575;633;3;
4575;1180;;0.01
4575;1206;;-15
4575;1211;;5.3
4575;1212;1;
4575;1230;;10
4579;6;;160
4579;9;40;
4579;30;;140
4579;50;24;
4579;73;;12000
4579;84;;405
4579;182;3393;
4579;183;3392;
4579;277;4;
4579;278;4;
4579;422;1;
4579;633;4;
4579;1180;;0.02
4579;1206;;-15
4579;1211;;5.3
4579;1212;1;
4579;1230;;10
4609;6;400;
4609;9;40;
4609;30;;1800
4609;50;47;
4609;73;;15000
4609;84;;725
4609;182;3393;
4609;183;3392;
4609;277;1;
4609;278;3;
4609;422;1;
4609;633;1;
4609;1180;;0.01
4609;1206;;-15
4609;1211;;5.4
4609;1212;1;
4609;1230;;10
4611;6;400;
4611;9;40;
4611;30;;1800
4611;50;48;
4611;73;;15000
4611;84;;759
4611;182;3393;
4611;183;3392;
4611;277;1;
4611;278;3;
4611;422;1;
4611;633;2;
4611;1180;;0.01
4611;1206;;-15
4611;1211;;5.4
4611;1212;1;
4611;1230;;10
4613;6;400;
4613;9;40;
4613;30;;1800
4613;50;46;
4613;73;;15000
4613;84;;828
4613;182;3393;
4613;183;3392;
4613;277;1;
4613;278;3;
4613;422;1;
4613;633;4;
4613;1180;;0.01
4613;1206;;-15
4613;1211;;5.4
4613;1212;1;
4613;1230;;10
4615;6;400;
4615;9;40;
4615;30;;1800
4615;50;49;
4615;73;;15000
4615;84;;794
4615;182;3393;
4615;183;3392;
4615;277;1;
4615;278;3;
4615;422;1;
4615;633;3;
4615;1180;;0.01
4615;1206;;-15
4615;1211;;5.4
4615;1212;1;
4615;1230;;10
4621;6;;400
4621;9;40;
4621;30;;855
4621;50;72;
4621;73;;15000
4621;84;;1104
4621;182;3393;
4621;183;3392;
4621;277;4;
4621;278;5;
4621;422;1;
4621;633;5;
4621;1180;;0.02
4621;1206;;-15
4621;1211;;5.4
4621;1212;1;
4621;1230;;10
4745;9;40;
4745;30;5;
4745;50;21;
4745;67;43;
4745;182;3413;
4745;277;;1
4745;422;1;
4745;633;3;
4745;1811;;0
4745;1816;;-7.5
4745;1817;;-15
4747;9;40;
4747;30;5;
4747;50;22;
4747;67;39;
4747;182;3413;
4747;277;;1
4747;422;1;
4747;633;1;
4747;1811;;0
4747;1816;;-7.5
4747;1817;;-15
4749;9;40;
4749;30;5;
4749;50;20;
4749;67;45;
4749;182;3413;
4749;277;;1
4749;422;1;
4749;633;4;
4749;1811;;0
4749;1816;;-7.5
4749;1817;;-15
4751;9;40;
4751;30;5;
4751;50;23;
4751;67;41;
4751;182;3413;
4751;277;;1
4751;422;1;
4751;633;2;
4751;1811;;0
4751;1816;;-7.5
4751;1817;;-15
4785;9;40;
4785;30;10;
4785;50;42;
4785;67;86;
4785;182;3424;
4785;277;;1
4785;422;1;
